"","year","variable","value","units","scenario","source","db"
"1",1745,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"2",1746,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"3",1747,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"4",1748,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"5",1749,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"6",1750,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"7",1751,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"8",1752,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"9",1753,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"10",1754,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"11",1755,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"12",1756,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"13",1757,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"14",1758,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"15",1759,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"16",1760,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"17",1761,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"18",1762,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"19",1763,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"20",1764,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"21",1765,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"22",1766,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"23",1767,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"24",1768,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"25",1769,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"26",1770,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"27",1771,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"28",1772,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"29",1773,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"30",1774,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"31",1775,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"32",1776,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"33",1777,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"34",1778,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"35",1779,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"36",1780,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"37",1781,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"38",1782,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"39",1783,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"40",1784,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"41",1785,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"42",1786,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"43",1787,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"44",1788,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"45",1789,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"46",1790,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"47",1791,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"48",1792,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"49",1793,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"50",1794,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"51",1795,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"52",1796,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"53",1797,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"54",1798,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"55",1799,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"56",1800,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"57",1801,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"58",1802,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"59",1803,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"60",1804,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"61",1805,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"62",1806,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"63",1807,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"64",1808,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"65",1809,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"66",1810,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"67",1811,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"68",1812,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"69",1813,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"70",1814,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"71",1815,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"72",1816,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"73",1817,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"74",1818,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"75",1819,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"76",1820,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"77",1821,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"78",1822,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"79",1823,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"80",1824,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"81",1825,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"82",1826,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"83",1827,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"84",1828,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"85",1829,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"86",1830,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"87",1831,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"88",1832,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"89",1833,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"90",1834,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"91",1835,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"92",1836,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"93",1837,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"94",1838,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"95",1839,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"96",1840,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"97",1841,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"98",1842,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"99",1843,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"100",1844,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"101",1845,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"102",1846,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"103",1847,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"104",1848,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"105",1849,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"106",1850,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"107",1851,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"108",1852,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"109",1853,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"110",1854,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"111",1855,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"112",1856,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"113",1857,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"114",1858,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"115",1859,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"116",1860,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"117",1861,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"118",1862,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"119",1863,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"120",1864,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"121",1865,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"122",1866,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"123",1867,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"124",1868,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"125",1869,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"126",1870,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"127",1871,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"128",1872,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"129",1873,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"130",1874,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"131",1875,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"132",1876,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"133",1877,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"134",1878,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"135",1879,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"136",1880,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"137",1881,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"138",1882,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"139",1883,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"140",1884,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"141",1885,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"142",1886,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"143",1887,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"144",1888,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"145",1889,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"146",1890,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"147",1891,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"148",1892,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"149",1893,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"150",1894,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"151",1895,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"152",1896,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"153",1897,"CCl4_emissions",0.024856862,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"154",1898,"CCl4_emissions",0.02485618,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"155",1899,"CCl4_emissions",0.024857703,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"156",1900,"CCl4_emissions",0.024856437,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"157",1901,"CCl4_emissions",0.024857442,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"158",1902,"CCl4_emissions",0.024856062,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"159",1903,"CCl4_emissions",0.024857979,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"160",1904,"CCl4_emissions",0.024855289,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"161",1905,"CCl4_emissions",0.024859105,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"162",1906,"CCl4_emissions",0.024853655,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"163",1907,"CCl4_emissions",0.025812945,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"164",1908,"CCl4_emissions",0.029231937,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"165",1909,"CCl4_emissions",0.765086,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"166",1910,"CCl4_emissions",1.0366888,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"167",1911,"CCl4_emissions",0.55672031,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"168",1912,"CCl4_emissions",1.3372385,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"169",1913,"CCl4_emissions",2.7874772,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"170",1914,"CCl4_emissions",4.5655912,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"171",1915,"CCl4_emissions",6.2098372,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"172",1916,"CCl4_emissions",5.9968917,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"173",1917,"CCl4_emissions",5.1585271,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"174",1918,"CCl4_emissions",4.2721672,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"175",1919,"CCl4_emissions",3.196035,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"176",1920,"CCl4_emissions",4.0059497,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"177",1921,"CCl4_emissions",6.3575755,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"178",1922,"CCl4_emissions",7.5196689,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"179",1923,"CCl4_emissions",8.1995609,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"180",1924,"CCl4_emissions",10.064032,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"181",1925,"CCl4_emissions",9.887985,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"182",1926,"CCl4_emissions",10.020584,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"183",1927,"CCl4_emissions",13.691728,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"184",1928,"CCl4_emissions",16.914307,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"185",1929,"CCl4_emissions",19.38339,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"186",1930,"CCl4_emissions",20.571834,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"187",1931,"CCl4_emissions",21.232329,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"188",1932,"CCl4_emissions",23.837144,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"189",1933,"CCl4_emissions",28.120028,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"190",1934,"CCl4_emissions",34.519287,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"191",1935,"CCl4_emissions",40.132859,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"192",1936,"CCl4_emissions",42.33712,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"193",1937,"CCl4_emissions",44.188471,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"194",1938,"CCl4_emissions",49.06474,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"195",1939,"CCl4_emissions",56.683054,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"196",1940,"CCl4_emissions",67.980741,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"197",1941,"CCl4_emissions",81.740279,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"198",1942,"CCl4_emissions",95.021136,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"199",1943,"CCl4_emissions",89.521615,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"200",1944,"CCl4_emissions",72.694302,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"201",1945,"CCl4_emissions",68.369262,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"202",1946,"CCl4_emissions",74.717234,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"203",1947,"CCl4_emissions",84.081746,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"204",1948,"CCl4_emissions",90.670686,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"205",1949,"CCl4_emissions",91.962416,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"206",1950,"CCl4_emissions",78.580053,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"207",1951,"CCl4_emissions",70.47669,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"208",1952,"CCl4_emissions",76.508762,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"209",1953,"CCl4_emissions",81.681224,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"210",1954,"CCl4_emissions",86.86347,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"211",1955,"CCl4_emissions",91.980019,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"212",1956,"CCl4_emissions",97.008491,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"213",1957,"CCl4_emissions",102.11597,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"214",1958,"CCl4_emissions",107.206,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"215",1959,"CCl4_emissions",112.29185,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"216",1960,"CCl4_emissions",117.2597,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"217",1961,"CCl4_emissions",121.58986,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"218",1962,"CCl4_emissions",125.71015,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"219",1963,"CCl4_emissions",128.88013,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"220",1964,"CCl4_emissions",129.76929,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"221",1965,"CCl4_emissions",129.69213,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"222",1966,"CCl4_emissions",129.70542,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"223",1967,"CCl4_emissions",129.68847,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"224",1968,"CCl4_emissions",129.73308,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"225",1969,"CCl4_emissions",129.76058,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"226",1970,"CCl4_emissions",129.69302,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"227",1971,"CCl4_emissions",129.60227,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"228",1972,"CCl4_emissions",129.65777,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"229",1973,"CCl4_emissions",129.79157,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"230",1974,"CCl4_emissions",129.76026,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"231",1975,"CCl4_emissions",129.65616,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"232",1976,"CCl4_emissions",129.63321,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"233",1977,"CCl4_emissions",129.63647,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"234",1978,"CCl4_emissions",130.48849,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"235",1979,"CCl4_emissions",128.37989,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"236",1980,"CCl4_emissions",125.08456,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"237",1981,"CCl4_emissions",126.52811,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"238",1982,"CCl4_emissions",129.38621,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"239",1983,"CCl4_emissions",130.75989,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"240",1984,"CCl4_emissions",134.9934,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"241",1985,"CCl4_emissions",138.44665,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"242",1986,"CCl4_emissions",134.66824,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"243",1987,"CCl4_emissions",140.05915,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"244",1988,"CCl4_emissions",134.89421,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"245",1989,"CCl4_emissions",105.50252,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"246",1990,"CCl4_emissions",86.426532,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"247",1991,"CCl4_emissions",85.142226,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"248",1992,"CCl4_emissions",85.437279,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"249",1993,"CCl4_emissions",84.458339,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"250",1994,"CCl4_emissions",86.05046,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"251",1995,"CCl4_emissions",80.480245,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"252",1996,"CCl4_emissions",75.256035,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"253",1997,"CCl4_emissions",75.489912,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"254",1998,"CCl4_emissions",72.916263,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"255",1999,"CCl4_emissions",72.96355,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"256",2000,"CCl4_emissions",72.651408,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"257",2001,"CCl4_emissions",70.656969,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"258",2002,"CCl4_emissions",70.456674,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"259",2003,"CCl4_emissions",69.839024,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"260",2004,"CCl4_emissions",66.998563,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"261",2005,"CCl4_emissions",63.195607,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"262",2006,"CCl4_emissions",60.048081,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"263",2007,"CCl4_emissions",57.257154,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"264",2008,"CCl4_emissions",56.837697,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
"265",2009,"CCl4_emissions",55.355253,"Gg","GCAM_SSP1","GCAM-hector","database_basexdb"
