"","year","variable","value","units","scenario","source","db"
"2010",2086,"CFC115_emissions",0.118506584,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2011",2087,"CFC115_emissions",0.113935113,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2012",2088,"CFC115_emissions",0.109363642,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2013",2089,"CFC115_emissions",0.104792171,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2014",2090,"CFC115_emissions",0.1002207,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2015",2091,"CFC115_emissions",0.097055836,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2016",2092,"CFC115_emissions",0.093890972,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2017",2093,"CFC115_emissions",0.090726108,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2018",2094,"CFC115_emissions",0.087561244,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2019",2095,"CFC115_emissions",0.08439638,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2020",2096,"CFC115_emissions",0.081231515,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2021",2097,"CFC115_emissions",0.078066651,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2022",2098,"CFC115_emissions",0.074901787,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2023",2099,"CFC115_emissions",0.071736923,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2024",2100,"CFC115_emissions",0.068572059,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2025",2101,"CFC115_emissions",0.068114912,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2026",2102,"CFC115_emissions",0.067657765,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2027",2103,"CFC115_emissions",0.067200618,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2028",2104,"CFC115_emissions",0.066743471,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2029",2105,"CFC115_emissions",0.066286324,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2030",2106,"CFC115_emissions",0.065829177,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2031",2107,"CFC115_emissions",0.06537203,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2032",2108,"CFC115_emissions",0.064914883,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2033",2109,"CFC115_emissions",0.064457735,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2034",2110,"CFC115_emissions",0.064000588,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2035",2111,"CFC115_emissions",0.063543441,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2036",2112,"CFC115_emissions",0.063086294,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2037",2113,"CFC115_emissions",0.062629147,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2038",2114,"CFC115_emissions",0.062172,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2039",2115,"CFC115_emissions",0.061714853,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2040",2116,"CFC115_emissions",0.061257706,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2041",2117,"CFC115_emissions",0.060800559,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2042",2118,"CFC115_emissions",0.060343412,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2043",2119,"CFC115_emissions",0.059886265,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2044",2120,"CFC115_emissions",0.059429118,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2045",2121,"CFC115_emissions",0.058971971,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2046",2122,"CFC115_emissions",0.058514824,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2047",2123,"CFC115_emissions",0.058057677,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2048",2124,"CFC115_emissions",0.05760053,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2049",2125,"CFC115_emissions",0.057143383,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2050",2126,"CFC115_emissions",0.056686235,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2051",2127,"CFC115_emissions",0.056229088,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2052",2128,"CFC115_emissions",0.055771941,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2053",2129,"CFC115_emissions",0.055314794,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2054",2130,"CFC115_emissions",0.054857647,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2055",2131,"CFC115_emissions",0.0544005,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2056",2132,"CFC115_emissions",0.053943353,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2057",2133,"CFC115_emissions",0.053486206,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2058",2134,"CFC115_emissions",0.053029059,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2059",2135,"CFC115_emissions",0.052571912,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2060",2136,"CFC115_emissions",0.052114765,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2061",2137,"CFC115_emissions",0.051657618,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2062",2138,"CFC115_emissions",0.051200471,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2063",2139,"CFC115_emissions",0.050743324,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2064",2140,"CFC115_emissions",0.050286177,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2065",2141,"CFC115_emissions",0.04982903,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2066",2142,"CFC115_emissions",0.049371882,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2067",2143,"CFC115_emissions",0.048914735,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2068",2144,"CFC115_emissions",0.048457588,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2069",2145,"CFC115_emissions",0.048000441,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2070",2146,"CFC115_emissions",0.047543294,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2071",2147,"CFC115_emissions",0.047086147,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2072",2148,"CFC115_emissions",0.046629,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2073",2149,"CFC115_emissions",0.046171853,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2074",2150,"CFC115_emissions",0.045714706,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2075",2151,"CFC115_emissions",0.045257559,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2076",2152,"CFC115_emissions",0.044800412,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2077",2153,"CFC115_emissions",0.044343265,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2078",2154,"CFC115_emissions",0.043886118,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2079",2155,"CFC115_emissions",0.043428971,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2080",2156,"CFC115_emissions",0.042971824,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2081",2157,"CFC115_emissions",0.042514677,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2082",2158,"CFC115_emissions",0.04205753,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2083",2159,"CFC115_emissions",0.041600382,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2084",2160,"CFC115_emissions",0.041143235,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2085",2161,"CFC115_emissions",0.040686088,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2086",2162,"CFC115_emissions",0.040228941,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2087",2163,"CFC115_emissions",0.039771794,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2088",2164,"CFC115_emissions",0.039314647,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2089",2165,"CFC115_emissions",0.0388575,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2090",2166,"CFC115_emissions",0.038400353,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2091",2167,"CFC115_emissions",0.037943206,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2092",2168,"CFC115_emissions",0.037486059,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2093",2169,"CFC115_emissions",0.037028912,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2094",2170,"CFC115_emissions",0.036571765,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2095",2171,"CFC115_emissions",0.036114618,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2096",2172,"CFC115_emissions",0.035657471,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2097",2173,"CFC115_emissions",0.035200324,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2098",2174,"CFC115_emissions",0.034743177,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2099",2175,"CFC115_emissions",0.03428603,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2100",2176,"CFC115_emissions",0.033828882,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2101",2177,"CFC115_emissions",0.033371735,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2102",2178,"CFC115_emissions",0.032914588,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2103",2179,"CFC115_emissions",0.032457441,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2104",2180,"CFC115_emissions",0.032000294,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2105",2181,"CFC115_emissions",0.031543147,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2106",2182,"CFC115_emissions",0.031086,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2107",2183,"CFC115_emissions",0.030628853,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2108",2184,"CFC115_emissions",0.030171706,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2109",2185,"CFC115_emissions",0.029714559,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2110",2186,"CFC115_emissions",0.029257412,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2111",2187,"CFC115_emissions",0.028800265,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2112",2188,"CFC115_emissions",0.028343118,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2113",2189,"CFC115_emissions",0.027885971,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2114",2190,"CFC115_emissions",0.027428824,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2115",2191,"CFC115_emissions",0.026971677,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2116",2192,"CFC115_emissions",0.026514529,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2117",2193,"CFC115_emissions",0.026057382,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2118",2194,"CFC115_emissions",0.025600235,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2119",2195,"CFC115_emissions",0.025143088,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2120",2196,"CFC115_emissions",0.024685941,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2121",2197,"CFC115_emissions",0.024228794,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2122",2198,"CFC115_emissions",0.023771647,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2123",2199,"CFC115_emissions",0.0233145,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2124",2200,"CFC115_emissions",0.022857353,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2125",2201,"CFC115_emissions",0.022400206,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2126",2202,"CFC115_emissions",0.021943059,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2127",2203,"CFC115_emissions",0.021485912,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2128",2204,"CFC115_emissions",0.021028765,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2129",2205,"CFC115_emissions",0.020571618,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2130",2206,"CFC115_emissions",0.020114471,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2131",2207,"CFC115_emissions",0.019657324,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2132",2208,"CFC115_emissions",0.019200177,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2133",2209,"CFC115_emissions",0.018743029,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2134",2210,"CFC115_emissions",0.018285882,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2135",2211,"CFC115_emissions",0.017828735,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2136",2212,"CFC115_emissions",0.017371588,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2137",2213,"CFC115_emissions",0.016914441,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2138",2214,"CFC115_emissions",0.016457294,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2139",2215,"CFC115_emissions",0.016000147,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2140",2216,"CFC115_emissions",0.015543,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2141",2217,"CFC115_emissions",0.015085853,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2142",2218,"CFC115_emissions",0.014628706,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2143",2219,"CFC115_emissions",0.014171559,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2144",2220,"CFC115_emissions",0.013714412,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2145",2221,"CFC115_emissions",0.013257265,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2146",2222,"CFC115_emissions",0.012800118,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2147",2223,"CFC115_emissions",0.012342971,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2148",2224,"CFC115_emissions",0.011885824,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2149",2225,"CFC115_emissions",0.011428677,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2150",2226,"CFC115_emissions",0.010971529,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2151",2227,"CFC115_emissions",0.010514382,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2152",2228,"CFC115_emissions",0.010057235,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2153",2229,"CFC115_emissions",0.009600088,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2154",2230,"CFC115_emissions",0.009142941,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2155",2231,"CFC115_emissions",0.008685794,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2156",2232,"CFC115_emissions",0.008228647,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2157",2233,"CFC115_emissions",0.0077715,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2158",2234,"CFC115_emissions",0.007314353,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2159",2235,"CFC115_emissions",0.006857206,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2160",2236,"CFC115_emissions",0.006400059,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2161",2237,"CFC115_emissions",0.005942912,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2162",2238,"CFC115_emissions",0.005485765,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2163",2239,"CFC115_emissions",0.005028618,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2164",2240,"CFC115_emissions",0.004571471,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2165",2241,"CFC115_emissions",0.004114324,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2166",2242,"CFC115_emissions",0.003657176,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2167",2243,"CFC115_emissions",0.003200029,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2168",2244,"CFC115_emissions",0.002742882,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2169",2245,"CFC115_emissions",0.002285735,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2170",2246,"CFC115_emissions",0.001828588,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2171",2247,"CFC115_emissions",0.001371441,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2172",2248,"CFC115_emissions",0.000914,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2173",2249,"CFC115_emissions",0.000457,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2174",2250,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2175",2251,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2176",2252,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2177",2253,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2178",2254,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2179",2255,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2180",2256,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2181",2257,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2182",2258,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2183",2259,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2184",2260,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2185",2261,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2186",2262,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2187",2263,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2188",2264,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2189",2265,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2190",2266,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2191",2267,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2192",2268,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2193",2269,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2194",2270,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2195",2271,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2196",2272,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2197",2273,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2198",2274,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2199",2275,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2200",2276,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2201",2277,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2202",2278,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2203",2279,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2204",2280,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2205",2281,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2206",2282,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2207",2283,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2208",2284,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2209",2285,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2210",2286,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2211",2287,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2212",2288,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2213",2289,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2214",2290,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2215",2291,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2216",2292,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2217",2293,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2218",2294,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2219",2295,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2220",2296,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2221",2297,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2222",2298,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2223",2299,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2224",2300,"CFC115_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2225",1745,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2226",1746,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2227",1747,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2228",1748,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2229",1749,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2230",1750,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2231",1751,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2232",1752,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2233",1753,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2234",1754,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2235",1755,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2236",1756,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2237",1757,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2238",1758,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2239",1759,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2240",1760,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2241",1761,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2242",1762,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2243",1763,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2244",1764,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2245",1765,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2246",1766,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2247",1767,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2248",1768,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2249",1769,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2250",1770,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2251",1771,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2252",1772,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2253",1773,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2254",1774,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2255",1775,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2256",1776,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2257",1777,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2258",1778,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2259",1779,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2260",1780,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2261",1781,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2262",1782,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2263",1783,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2264",1784,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2265",1785,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2266",1786,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2267",1787,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2268",1788,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2269",1789,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2270",1790,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2271",1791,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2272",1792,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2273",1793,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2274",1794,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2275",1795,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2276",1796,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2277",1797,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2278",1798,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2279",1799,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2280",1800,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2281",1801,"CFC11_emissions",0,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
