"","year","variable","value","units","scenario","source","db"
"1",1745,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"2",1746,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"3",1747,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"4",1748,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"5",1749,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"6",1750,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"7",1751,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"8",1752,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"9",1753,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"10",1754,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"11",1755,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"12",1756,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"13",1757,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"14",1758,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"15",1759,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"16",1760,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"17",1761,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"18",1762,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"19",1763,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"20",1764,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"21",1765,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"22",1766,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"23",1767,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"24",1768,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"25",1769,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"26",1770,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"27",1771,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"28",1772,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"29",1773,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"30",1774,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"31",1775,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"32",1776,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"33",1777,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"34",1778,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"35",1779,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"36",1780,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"37",1781,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"38",1782,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"39",1783,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"40",1784,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"41",1785,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"42",1786,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"43",1787,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"44",1788,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"45",1789,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"46",1790,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"47",1791,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"48",1792,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"49",1793,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"50",1794,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"51",1795,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"52",1796,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"53",1797,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"54",1798,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"55",1799,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"56",1800,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"57",1801,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"58",1802,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"59",1803,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"60",1804,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"61",1805,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"62",1806,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"63",1807,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"64",1808,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"65",1809,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"66",1810,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"67",1811,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"68",1812,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"69",1813,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"70",1814,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"71",1815,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"72",1816,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"73",1817,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"74",1818,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"75",1819,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"76",1820,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"77",1821,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"78",1822,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"79",1823,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"80",1824,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"81",1825,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"82",1826,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"83",1827,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"84",1828,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"85",1829,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"86",1830,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"87",1831,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"88",1832,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"89",1833,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"90",1834,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"91",1835,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"92",1836,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"93",1837,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"94",1838,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"95",1839,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"96",1840,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"97",1841,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"98",1842,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"99",1843,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"100",1844,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"101",1845,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"102",1846,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"103",1847,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"104",1848,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"105",1849,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"106",1850,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"107",1851,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"108",1852,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"109",1853,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"110",1854,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"111",1855,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"112",1856,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"113",1857,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"114",1858,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"115",1859,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"116",1860,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"117",1861,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"118",1862,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"119",1863,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"120",1864,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"121",1865,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"122",1866,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"123",1867,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"124",1868,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"125",1869,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"126",1870,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"127",1871,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"128",1872,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"129",1873,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"130",1874,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"131",1875,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"132",1876,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"133",1877,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"134",1878,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"135",1879,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"136",1880,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"137",1881,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"138",1882,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"139",1883,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"140",1884,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"141",1885,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"142",1886,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"143",1887,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"144",1888,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"145",1889,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"146",1890,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"147",1891,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"148",1892,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"149",1893,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"150",1894,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"151",1895,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"152",1896,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"153",1897,"CCl4_emissions",0.024856862,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"154",1898,"CCl4_emissions",0.02485618,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"155",1899,"CCl4_emissions",0.024857703,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"156",1900,"CCl4_emissions",0.024856437,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"157",1901,"CCl4_emissions",0.024857442,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"158",1902,"CCl4_emissions",0.024856062,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"159",1903,"CCl4_emissions",0.024857979,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"160",1904,"CCl4_emissions",0.024855289,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"161",1905,"CCl4_emissions",0.024859105,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"162",1906,"CCl4_emissions",0.024853655,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"163",1907,"CCl4_emissions",0.025812945,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"164",1908,"CCl4_emissions",0.029231937,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"165",1909,"CCl4_emissions",0.765086,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"166",1910,"CCl4_emissions",1.0366888,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"167",1911,"CCl4_emissions",0.55672031,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"168",1912,"CCl4_emissions",1.3372385,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"169",1913,"CCl4_emissions",2.7874772,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"170",1914,"CCl4_emissions",4.5655912,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"171",1915,"CCl4_emissions",6.2098372,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"172",1916,"CCl4_emissions",5.9968917,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"173",1917,"CCl4_emissions",5.1585271,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"174",1918,"CCl4_emissions",4.2721672,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"175",1919,"CCl4_emissions",3.196035,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"176",1920,"CCl4_emissions",4.0059497,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"177",1921,"CCl4_emissions",6.3575755,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"178",1922,"CCl4_emissions",7.5196689,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"179",1923,"CCl4_emissions",8.1995609,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"180",1924,"CCl4_emissions",10.064032,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"181",1925,"CCl4_emissions",9.887985,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"182",1926,"CCl4_emissions",10.020584,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"183",1927,"CCl4_emissions",13.691728,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"184",1928,"CCl4_emissions",16.914307,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"185",1929,"CCl4_emissions",19.38339,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"186",1930,"CCl4_emissions",20.571834,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"187",1931,"CCl4_emissions",21.232329,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"188",1932,"CCl4_emissions",23.837144,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"189",1933,"CCl4_emissions",28.120028,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"190",1934,"CCl4_emissions",34.519287,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"191",1935,"CCl4_emissions",40.132859,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"192",1936,"CCl4_emissions",42.33712,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"193",1937,"CCl4_emissions",44.188471,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"194",1938,"CCl4_emissions",49.06474,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"195",1939,"CCl4_emissions",56.683054,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"196",1940,"CCl4_emissions",67.980741,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"197",1941,"CCl4_emissions",81.740279,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"198",1942,"CCl4_emissions",95.021136,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"199",1943,"CCl4_emissions",89.521615,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"200",1944,"CCl4_emissions",72.694302,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"201",1945,"CCl4_emissions",68.369262,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"202",1946,"CCl4_emissions",74.717234,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"203",1947,"CCl4_emissions",84.081746,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"204",1948,"CCl4_emissions",90.670686,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"205",1949,"CCl4_emissions",91.962416,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"206",1950,"CCl4_emissions",78.580053,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"207",1951,"CCl4_emissions",70.47669,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"208",1952,"CCl4_emissions",76.508762,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"209",1953,"CCl4_emissions",81.681224,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"210",1954,"CCl4_emissions",86.86347,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"211",1955,"CCl4_emissions",91.980019,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"212",1956,"CCl4_emissions",97.008491,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"213",1957,"CCl4_emissions",102.11597,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"214",1958,"CCl4_emissions",107.206,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"215",1959,"CCl4_emissions",112.29185,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"216",1960,"CCl4_emissions",117.2597,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"217",1961,"CCl4_emissions",121.58986,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"218",1962,"CCl4_emissions",125.71015,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"219",1963,"CCl4_emissions",128.88013,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"220",1964,"CCl4_emissions",129.76929,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"221",1965,"CCl4_emissions",129.69213,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"222",1966,"CCl4_emissions",129.70542,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"223",1967,"CCl4_emissions",129.68847,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"224",1968,"CCl4_emissions",129.73308,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"225",1969,"CCl4_emissions",129.76058,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"226",1970,"CCl4_emissions",129.69302,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"227",1971,"CCl4_emissions",129.60227,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"228",1972,"CCl4_emissions",129.65777,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"229",1973,"CCl4_emissions",129.79157,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"230",1974,"CCl4_emissions",129.76026,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"231",1975,"CCl4_emissions",129.65616,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"232",1976,"CCl4_emissions",129.63321,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"233",1977,"CCl4_emissions",129.63647,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"234",1978,"CCl4_emissions",130.48849,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"235",1979,"CCl4_emissions",128.37989,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"236",1980,"CCl4_emissions",125.08456,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"237",1981,"CCl4_emissions",126.52811,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"238",1982,"CCl4_emissions",129.38621,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"239",1983,"CCl4_emissions",130.75989,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"240",1984,"CCl4_emissions",134.9934,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"241",1985,"CCl4_emissions",138.44665,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"242",1986,"CCl4_emissions",134.66824,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"243",1987,"CCl4_emissions",140.05915,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"244",1988,"CCl4_emissions",134.89421,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"245",1989,"CCl4_emissions",105.50252,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"246",1990,"CCl4_emissions",86.426532,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"247",1991,"CCl4_emissions",85.142226,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"248",1992,"CCl4_emissions",85.437279,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"249",1993,"CCl4_emissions",84.458339,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"250",1994,"CCl4_emissions",86.05046,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"251",1995,"CCl4_emissions",80.480245,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"252",1996,"CCl4_emissions",75.256035,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"253",1997,"CCl4_emissions",75.489912,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"254",1998,"CCl4_emissions",72.916263,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"255",1999,"CCl4_emissions",72.96355,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"256",2000,"CCl4_emissions",72.651408,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"257",2001,"CCl4_emissions",70.656969,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"258",2002,"CCl4_emissions",70.456674,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"259",2003,"CCl4_emissions",69.839024,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"260",2004,"CCl4_emissions",66.998563,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"261",2005,"CCl4_emissions",63.195607,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"262",2006,"CCl4_emissions",60.048081,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"263",2007,"CCl4_emissions",57.257154,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"264",2008,"CCl4_emissions",56.837697,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"265",2009,"CCl4_emissions",55.355253,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"266",2010,"CCl4_emissions",56.090865,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"267",2011,"CCl4_emissions",57.565927,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"268",2012,"CCl4_emissions",59.464919,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"269",2013,"CCl4_emissions",62.512861,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
"270",2014,"CCl4_emissions",53.5475,"Gg","GCAM","GCAM-hector","database_basexdbGCAM"
